Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Marc Chagall,,,,,Marc Chagall,"Chagall, Marc",,,,,,Fage éditions,,,,,,,,,,,,,,,,,,,62,,,,,,français,,,,,,9782849753743,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:54:29.660395979,,,,,,,,Œuvre d’artiste,0,0,,http://images.amazon.com/images/P/2849753742.01Z.jpg,
Massage du ventre et philosophie orientale pour tous,,,,,Noémie Gélinas,"Gélinas, Noémie",,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,français,,,,,,9782761945851,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:51:00.756441950,,,,,,,,Méthodes,0,0,,http://images.amazon.com/images/P/2761945859.01Z.jpg,
Maurice Bejart,,l'univers d'un choregraphe,,,Jean Pierre Pastori,"Pastori, Jean Pierre",,,,,,Presses Polytechniques et Universitaires Romandes,,,2017,,,,,,,,,,,,,,,,141,,,,,,français,,,,,,9782889151967,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:54:29.671077966,,,,,,,,Œuvre d’artiste,0,0,,http://images.amazon.com/images/P/2889151964.01Z.jpg,
"Maxime & Constance. Chapitre 2, Le petit jour de la mariée",,Hiver 1781,,,1957- .. Yslaire,"Yslaire, 1957- ..",,,,,,Glénat,,,,,,,,,,,,,,,,,,,55,,,,,,français,,,,,,9782723499217,0,0.500000,,Unread,,,,,,,,0,,,,2020/06/01 11:26:54.129637956,,,,,,,,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723499219.01Z.jpg,
Maxime et Constance,,"Tome 3, Eté 1794, Le regard de la veuve",,,Yslaire,Yslaire,,,,,,Glénat,,2018/01/17,2018,,,,,,,,,,,,,,,,88,,,,,,français,,,,,,9782723499224,0,0.000000,,Unread,,,,,,,,0,,,,2020/06/01 11:26:54.133077025,,,,,,,-9bkswEACAAJ,Bande Dessinée,0,0,,http://images.amazon.com/images/P/2723499227.01Z.jpg,
Mechanics of Vocal Expression,,,,,Bonnie Bainbridge Cohen,"Cohen, Bonnie Bainbridge",,,,,,Burchfield Rose,,2015/06/15,2015,,,,,,,,,,,,,,,,115,,,,,,anglais,,,,,,9780977102556,0,1.000000,,Unread,,,,,,,,0,,,,2020/01/01 18:05:44.038197994,,"Anglais,BMC,Somatique,Anatomie",,,,,ajLusgEACAAJ,Méthodes,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7B7416CD-F243-4E30-B9BB-60BC7DB25273,
Médée,,,,,Pierre Corneille,"Corneille, Pierre",,,,,,Magnard,,,2008,,,,,,,,,,,,,,,,150,,,,,,français,,,,,,9782210755215,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.402902007,,,,,,,,Théâtre,0,0,,http://images.amazon.com/images/P/2210755212.01Z.jpg,
Men Explain Things to Me,,,,,Rebecca Solnit,"Solnit, Rebecca",,,,,,Haymarket Books,,,2015,,,,Social Science,"""This slim book--seven essays, punctuated by enigmatic, haunting paintings by Ana Teresa Fernandez--hums with power and wit.""--Boston Globe ""The antidote to mansplaining.""--The Stranger ""Feminist, frequently funny, unflinchingly honest and often scathing in its conclusions.""--Salon ""Solnit tackles big themes of gender and power in these accessible essays. Honest and full of wit, this is an integral read that furthers the conversation on feminism and contemporary society.""--San Francisco Chronicle Top Shelf ""Solnit [is] the perfect writer to tackle the subject: her prose style is so clear and cool.""--The New Republic ""The terrain has always felt familiar, butMen Explain Things To Me is a tool that we all need in order to find something that was almost lost.""--National Post In her comic, scathing essay, ""Men Explain Things to Me,"" Rebecca Solnit took on what often goes wrong in conversations between men and women. She wrote about men who wrongly assume they know things and wrongly assume women don't, about why this arises, and how this aspect of the gender wars works, airing some of her own hilariously awful encounters. This updated edition with two new essays of this national bestseller book features that now-classic essay as well as ""#YesAllWomen,"" an essay written in response to 2014 Isla Vista killings and the grassroots movement that arose with it to end violence against women and misogyny, and the essay ""Cassandra Syndrome."" This book is also available in hardcover. Writer, historian, and activistRebecca Solnit is the author of eighteen or so books on feminism, western and indigenous history, popular power, social change and insurrection, wandering and walking, hope and disaster, including the books Men Explain Things to Me and Hope in the Dark, both also with Haymarket; a trilogy of atlases of American cities; The Faraway Nearby; A Paradise Built in Hell: The Extraordinary Communities that Arise in Disaster; A Field Guide to Getting Lost; Wanderlust: A History of Walking; and River of Shadows, Eadweard Muybridge and the Technological Wild West (for which she received a Guggenheim, the National Book Critics Circle Award in criticism, and the Lannan Literary Award). A product of the California public education system from kindergarten to graduate school, she is a columnist at Harper's and a regular contributor to the Guardian.",,,,,,,,,,,159,,,,,,anglais,,,,,,9781608464661,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:34:10.285066962,,,,,,,scbDoQEACAAJ,Essai,0,0,,,
Mes cosmétiques personnalisés - L’hygiène,,,,,Aroma zone,"zone, Aroma",,,,,,Aroma zone,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:34:15.939923048,,,,,,,,Méthodes,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/04DDA51F-090A-4CBE-8C81-6C8B7D35A493,
Methode 90 italien - pratique de base,,,,,Vittorio Fiocca - Danièle Polard,"Polard, Vittorio Fiocca - Danièle",,,,,,Le Livre de Poche,,,2002,,,,,,,,,,,,,,,,448,,,,,,français,,,,,,9782253080954,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:05:30.668467998,,,,,,,,Méthodes,0,0,,https://covers.openlibrary.org/b/id/977047-L.jpg,
Michel-Ange 1475-1564,,"L'œuvre peint, sculpté et architectural complet",,,Frank Zöllner,"Zöllner, Frank",,,,,,,,,,,,,,,,,,,,,,,,,791,,,,,,français,,,,,,9783836537155,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.576979041,,,,,,,,Œuvre d’artiste,0,0,,http://images.amazon.com/images/P/383653715X.01Z.jpg,
Migrations,,,,,Gloria Gervitz,"Gervitz, Gloria",,,,,,Shearsman Books,,,2004,,,,,"This book presents the entire text of the epic poem ""Migraciones"" in its original Spanish, together with Mark Schafer's Englsih translation. This remarkable poem is structured in seven books, of which only the first six have so far been published in one volume in Spanish. The seventh book has appeared thus far only in a limited edition booklet in Mexico, and is collceted in this volume with its companions for the first time. Gloria Gervitz is a Mexican poet (born 1942, Mexico City) whose work is rooted in memory, the Jewish diaspora, and the crossing of cultures.",,,,,,,,,,,399,,,,,,anglais,,,,,,9780907562498,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/19 15:38:02.984379053,,,,,,,d5kdAQAAIAAJ,Poésie,0,0,,,
Mise En Scène De La Danse Aux Expositions De Paris (1889-1937),,une fabrique du regard,,,Claudia Palazzolo,"Palazzolo, Claudia",,,,,,L'Oeil d'or,,,2017,,,,,,,,,,,,,,,,289,,,,,,français,,,,,,9782913661820,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:58:49.810596942,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/2913661823.01Z.jpg,
Mode & Internet,,Le Marketing Epingle,,,Bertrand Jouvenot,"Jouvenot, Bertrand",,,,,,Bertrand Jouvenot,,2009/10/10,2009,,,,Business & Economics,"Premier du genre à ètre consacré aux spécificités du secteur de la mode, cet ouvrage démontre pourquoi le marketing classique doit ètre mis entre parenthèses pour réussir sur Internet. Mode & Internet propose une analyse des nouveaux enjeux stratégiques qu'Internet impose aux marques de mode. Il démontre comment Internet vient ébranler leurs fondamentaux et esquisse des stratégies de gestion de l'image inédites. L'auteur anticipe également les mutations à venir du système de la mode, engendrées par le développement d'Internet et leurs conséquences sur le management des marques de mode. Les découvertes effectuées tout au long de ce livre révèlent des changements majeurs, dont la portée dépasse de loin le simple univers de la mode et atteint également les autres secteurs. Illustré par des exemples minutieusement choisis, cet ouvrage de référence s'adresse à tous les professionnels de la mode, du luxe et de la gestion des marques.",,,,,,,,,,,216,,,,,,français,,,,,,9781439239711,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.407096982,,,,,,,BfF77g-vXwEC,Essai,0,0,,,
Moi et lui,,,,,Alberto Moravia,"Moravia, Alberto",,,,,,"Gallimard, Editions",,,1974,,,,,,,,,,,,,,,,499,,,,,,français,,,,,,9782070366262,0,1.000000,,Read,,2019/07/28,,,,,,0,,,,2019/07/28 16:37:15.686810970,,Italie,,,,,nxQcwgEACAAJ,Roman,0,0,,https://covers.openlibrary.org/b/id/967301-L.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Laura"",""type"":12,""addedDate"":""2019\/07\/28 18:31:27.771661996"",""activityDate"":""2019\/07\/28""}]"
Molécules,,,,,François Bégaudeau,"Bégaudeau, François",,,,,,Editions Gallimard,,,2016,,,,,"Annecy, automne 1995. Jeanne Deligny, 44 ans, infirmière dans un centre pour psychotiques, épouse du pharmacien Charles Deligny et mère de Léna, une lycéenne passionnée de physique-chimie, est retrouvée morte sur le palier de son appartement, égorgée d'un coup de cutter. Ce crime n'ayant aucun motif apparent, l'enquête piétine. Seule la découverte tardive d'une pièce à conviction permettra de retrouver la trace d'un suspect, Gilles Bourrel, très ancien petit ami de la victime, qui avoue sans sourciller être l'auteur de l'homicide, d'après lui involontaire... S'inspirant d'un fait divers survenu lors des années 2000, François Bégaudeau n'en a conservé que les grandes lignes : la configuration du crime, son motif, et surtout l'ancrage des protagonistes dans un quotidien ordinaire. Assumant jusqu'au bout son intrigue criminelle, l'auteur de Molécules refuse cependant de s'en tenir à une pure logique du suspens. Il met bientôt le lecteur dans une autre attente, voire une autre dimension, en sondant l'intériorité de personnages quelconques, soudain révélés dans leur complexité moléculaire. Ainsi s'attarde-t-il sur le moindre personnage secondaire, le décor mental de ces années 90 ou les routines illogiques de l'appareil judiciaire. Plus encore et c'est tout le charme persistant de cette fiction, il prête une attention minutieuse à ces créatures communes mues par des forces qui les dépassent. Sans prétendre épuiser le mystère de leur passage à l'acte, ni distinguer en chacun le fautif de l'innocent, il nous laisse aux prises avec le chaos d'une matière trop humaine.",,,,,,,,,,,249,,,,,,français,,,,,,9782070197224,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:29:13.491719007,,,,,,,ZYgPvgAACAAJ,Roman,0,0,,http://images.amazon.com/images/P/2070197220.01Z.jpg,
Molecules of Emotion,,The Science Behind Mind-Body Medicine,,,Candace B. Pert,"Pert, Candace B.",,,,,,Scribner,New York,1999/02/17,1999,,,,Medical,"Why do we feel the way we feel? How do our thoughts and emotions affect our health? Are our bodies and minds distinct from each other or do they function together as parts of an interconnected system?  In her groundbreaking book Molecules of Emotion, Candace Pert provides startling and decisive answers to these and other challenging questions that scientists and philosophers have pondered for centuries.  Her pioneering research on how the chemicals inside our bodies form a dynamic information network, linking mind and body, is not only provocative, it is revolutionary. By establishing the biomolecular basis for our emotions and explaining these new scientific developments in a clear and accessible way, Pert empowers us to understand ourselves, our feelings, and the connection between our minds and our bodies -- body-minds -- in ways we could never possibly have imagined before.  Molecules of Emotion is a landmark work, full of insight and wisdom and possessing that rare power to change the way we see the world and ourselves.",,,,,,,,,,,368,,,14.00 x 2.30 x 22.00 cm,,,anglais,,,,,40768657,9780684846347,0,0.000000,,Unread,,,,,,,,0,,,,2020/10/20 11:45:53.471328020,,,2020/10/20,,,,T6VII6nulvEC,,0,0,,,
"Mon corps, ce bouddhiste",,,,,Deborah Hay,"Hay, Deborah",,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,français,,,,,,9782840668213,0,0.000000,,Reading,2019/07/28,,,,,,,0,,,,2019/07/28 18:07:28.815111994,,,,,,,,Essai,0,0,,http://images.amazon.com/images/P/2840668211.01Z.jpg,"[{""status"":0,""activityYear"":2019,""param1"":""0"",""param2"":""1"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Laura"",""type"":12,""addedDate"":""2019\/07\/28 18:31:35.036280989"",""activityDate"":""2019\/07\/28""}]"
"Mon prénom, un hasard ?",,Décryptez vos prénoms grâce à la psychogénéalogie,,,Annie Tranvouëz Cantele,"Cantele, Annie Tranvouëz",,,,,,Éd. Quintessence,,2012/01/12,2012,,,,,"Voyagez à travers l’espace et le temps avec votre prénom ! Au travers d’une approche multiple, riche et innovante, Annie Tranvouëz vous invite à découvrir ou redécouvrir votre saga familiale. Révélez ainsi tous les secrets de vos prénoms ainsi que ceux de votre entourage à travers leur vibration, leur correspondance hébraïque, leur lame du tarot, leur étymologie, les mythologies qui leur sont associées, leur arbre totem... Jouez avec les anagrammes et les dates pour découvrir quels aïeux sont reliés à votre vie et mieux vous ancrer dans votre histoire et votre lignée.Ce livre « mode d’emploi » fournit des outils précieux pour décoder de façon simple et originale les événements marquants survenus sur votre arbre généalogique et en analyser les effets sur votre destinée et votre descendance. En complément des dictionnaires masculin et féminin sur la ""Symbolique des prénoms transgénérationnels"", ce guide vous permettra de faire de votre héritage ancestral, un atout pour un futur rayonnant. [4e de couv.]",,,,,,,,,,,96,,,,,,français,,,,,,9782358050531,0,0.000000,,Unread,,,,,,,,0,,,,2020/04/02 11:21:07.029705047,,,,,,,lveKtgAACAAJ,Méthodes,0,0,,http://images.amazon.com/images/P/2358050539.01Z.jpg,
Monsieur Palomar,,,,,Italo Calvino,"Calvino, Italo",,,,,,Editions Gallimard,,2019/06/06,2019,,,,,"Qu'y a-t-il de commun entre un pré, des vagues, les planètes du Système solaire, des tortues, un sein nu, une fromagerie parisienne, un gorille albinos, une pantoufle dépareillée ? Chacun de ces sujets est pour monsieur Palomar un défi à l'entendement. Chacun suscite en lui, qui les regarde attentivement et tente de les décrire, une cascade de pensées, d'associations d'idées, de questionnements qui, au bout du compte, le renvoient (et le lecteur avec lui) à notre inextinguible désir de connaître, autant qu'à notre ignorance des raisons du monde. Strictement ordonnés selon une logique explicitée par l'auteur dans une note finale, les textes s'entrecroisent, se répondent, formant un tissu chamarré où l'intelligence le dispute à la simplicité apparente, la multiplicité à la légèreté. Monsieur Palomar est l'un des tout derniers livres que Calvino a publiés de son vivant.",,,,,,,,,,,159,,,,,,français,,,,,,9782072787263,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/06 23:50:49.803954005,,,,,,,frM9xgEACAAJ,Roman,0,0,,http://images.amazon.com/images/P/2072787262.01Z.jpg,
Montreal Museum of Fine Arts.,,,,,Montreal Museum of Fine Arts.,"Arts., Montreal Museum of Fine",,,,,,Beaux Arts Éditions,,,2011,,,,,,,,,,,,,,,,72,,,,,,,,,,,,9782842788629,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 16:41:15.373777985,,,,,,,,Catalogues,0,0,,http://images.amazon.com/images/P/2842788621.01Z.jpg,
Mouvements de vie,,"60 ans de recherches, de créations et de transformations par la danse",,,Anna Halprin,"Halprin, Anna",,,,,,Contredanse,,,2009,,,,,"La danseuse étasunienne Anna Halprin présente son parcours singulier à travers les principaux thèmes de ses recherches et projets, largement documentés par de nombreux essais, entretiens, manifestes et documents pédagogiques. Depuis les années 1950 jusqu'à nos jours, elle interroge les possibilités du mouvement pour répondre aux nécessités de l'individu et de la collectivité. Effaçant les barrières entre scène et public, elle invite chacun à prendre part à l'événement, sortant la danse du studio pour l'emmener dans la rue ou aux bords de la mer. Face aux tensions communautaires, elle explore le rapport de la danse et du rite, proposant de rassembler les diverses communautés autour d'un même objectif. Confrontée à un cancer et aidant d'autres personnes à trouver leur propre force palliative, elle a montré comment la danse peut aussi être un outil de guérison. Encourageant vivement la créativité présente en chacun de nous, Anna Halprin offre alors une danse vécue au-delà de son aspect technique et de ses conventions, Vie et Art se retrouvant intimement liés : nous avons la chance de danser notre danse et de s'inscrire en tant qu'individu au sein d'une collectivité. Trisha Brown, Yvonne Rainer, La Monte Young, Simone Forti, Meredith Monk et bien d'autres ont suivi son enseignement. A 89 ans, Anna Halprin danse toujours.",,,,,,,,,,,345,,,,,,français,,,,,,9782930146317,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.549445986,,,,,,,GNcNRAAACAAJ,Œuvre d’artiste,0,0,,http://images.amazon.com/images/P/2930146311.01Z.jpg,
